headerdatestamp|headeridentifier|headersetSpec|metadata.oai_dc:dc.dc:format.0|metadata.oai_dc:dc.dc:format.1|metadata.oai_dc:dc.dc:identifier.0|metadata.oai_dc:dc.dc:identifier.1|metadata.oai_dc:dc.dc:subject.0|metadata.oai_dc:dc.dc:subject.1|metadata.oai_dc:dc@xmlns:dc|metadata.oai_dc:dc@xmlns:oai_dc|metadata.oai_dc:dc@xmlns:xsi|metadata.oai_dc:dc@xsi:schemaLocation|metadata.oai_dc:dcdc:contributor|metadata.oai_dc:dcdc:coverage|metadata.oai_dc:dcdc:creator|metadata.oai_dc:dcdc:date|metadata.oai_dc:dcdc:description|metadata.oai_dc:dcdc:format|metadata.oai_dc:dcdc:identifier|metadata.oai_dc:dcdc:language|metadata.oai_dc:dcdc:publisher|metadata.oai_dc:dcdc:rights|metadata.oai_dc:dcdc:source|metadata.oai_dc:dcdc:subject|metadata.oai_dc:dcdc:title|metadata.oai_dc:dcdc:type
2010-01-20|oai:collections.lib.utah.edu:uu_uap/716289|uu_uap|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Spens, Nathanial Irving, 1838-1916.|1879|"""Launching the Life Boat"" (13.5""x26.5""), restored by Heather Densley December 1997 at a cost of $500 paid by Arlan and Dorothy Preater. This painting is signed N. Spens and dated June 1879"|image/jpeg|https://collections.lib.utah.edu/ark:/87278/s6rb74dg|    |J. Willard Marriott Library, University of Utah|    |    |    |NSpensLaunchingTheLifeBoat|    
2010-01-20|oai:collections.lib.utah.edu:uu_uap/716290|uu_uap|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Spens, Nathanial Irving, 1838-1916.|    |"Jean Burnside Johnson has (20) ""Playing Marbles."""|image/jpeg|https://collections.lib.utah.edu/ark:/87278/s6mk6cpr|    |J. Willard Marriott Library, University of Utah|    |    |    |NSpensplayingmarbles|    
2010-01-20|oai:collections.lib.utah.edu:uu_uap/716291|uu_uap|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Spens, Nathanial Irving, 1838-1916.|    |"""Portrait of Mary Campbell Spens"" donated by Spens and Vest Rasmussen to Springville Art Museum, restored for $400 then traded and donated to Daughters of the Utah Pioneers by Spens Family Heritage Organization in 1997."|image/jpeg|https://collections.lib.utah.edu/ark:/87278/s6gt5mz1|    |J. Willard Marriott Library, University of Utah|    |    |    |NSpensPortraitofMaryCambellSpens|    
2010-01-20|oai:collections.lib.utah.edu:uu_uap/716292|uu_uap|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Spens, Nathanial Irving, 1838-1916.|    |Sail Boats and a fishing boat, Fairel and Edna Spens|image/jpeg|https://collections.lib.utah.edu/ark:/87278/s6c24w71|    |J. Willard Marriott Library, University of Utah|    |    |    |NSpenssailboats|    
2010-01-20|oai:collections.lib.utah.edu:uu_uap/716293|uu_uap|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Spens, Nathanial Irving, 1838-1916.|    |Scene up American Fork Canyon, Connie Baker, restored in July, 1997 for $300|image/jpeg|https://collections.lib.utah.edu/ark:/87278/s67944hp|    |J. Willard Marriott Library, University of Utah|    |    |    |NSpensSceneUpAmericanForkCanyon|    
2010-01-20|oai:collections.lib.utah.edu:uu_uap/716294|uu_uap|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Spens, Nathanial Irving, 1838-1916.|    |Nathaniel Spens Self portrait, donated to the Springville Art Museum by Vesta Rasmussen|image/jpeg|https://collections.lib.utah.edu/ark:/87278/s63n2357|    |J. Willard Marriott Library, University of Utah|    |    |    |NSpensSelfPortrait 2|    
2010-01-20|oai:collections.lib.utah.edu:uu_uap/716295|uu_uap|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Spens, Nathanial Irving, 1838-1916.|1912|Nathaniel Spens Self portrait, Fairel and Edna Spens, about 1912|image/jpeg|https://collections.lib.utah.edu/ark:/87278/s6zw1kq0|    |J. Willard Marriott Library, University of Utah|    |    |    |NSpensselfportrait|    
2010-01-20|oai:collections.lib.utah.edu:uu_uap/716296|uu_uap|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Spens, Nathanial Irving, 1838-1916.|    |"""Sunset on a Mountain Lake Scene"" (32) is a large painting (28""x38"") which was given to Bob Wilcox by ""Unclue Nat"" (Nathaniel Spens Jr.), hoping it might be preserved."|image/jpeg|https://collections.lib.utah.edu/ark:/87278/s6v40v00|    |J. Willard Marriott Library, University of Utah|    |    |    |NSpensSunsetonaMountainLake|    
2010-01-20|oai:collections.lib.utah.edu:uu_uap/716297|uu_uap|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Spens, Nathanial Irving, 1838-1916.|    |"""The Decon Jones Experience"" or simply, ""The Deacon's Prayer,"" (16.5"" x 22.75"" oil on paper)origionally given to Alex Spens, now at Springville Art Museum."|image/jpeg|https://collections.lib.utah.edu/ark:/87278/s6qc038n|    |J. Willard Marriott Library, University of Utah|    |    |    |NSpenstehdeaconjonesexperience|    
2010-01-20|oai:collections.lib.utah.edu:uu_uap/716298|uu_uap|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Spens, Nathanial Irving, 1838-1916.|    |"""The Battle of Trafalgar"" (20""x40"") which was thought to have gone to the World's Fair in Chicago in 1893. This painting is signed ""N. Spens"" and is dated 1877, restored by Paul Rassmusen and mother, Vesta Rasmussen, $500."|image/jpeg|https://collections.lib.utah.edu/ark:/87278/s6kk9bjc|    |J. Willard Marriott Library, University of Utah|    |    |    |NSpensTheBattleofTrafalgar|    
2010-01-20|oai:collections.lib.utah.edu:uu_uap/716299|uu_uap|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Spens, Nathanial Irving, 1838-1916.|    |"""The Blacksmith"" (16""x18""), 1875, a copy after that of Sir Edwin Landseer, restored, $200, Stewart Seely"|image/jpeg|https://collections.lib.utah.edu/ark:/87278/s6ft8ktn|    |J. Willard Marriott Library, University of Utah|    |    |    |NSpensTheBlacksmith|    
2010-01-20|oai:collections.lib.utah.edu:uu_uap/716300|uu_uap|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Spens, Nathanial Irving, 1838-1916.|    |"""The Bone Flute Player"" or ""The Sailers Jig"", oil on canvas, 14.5""x18.8"". This painting was restored by Hank and Virginia Semadetti, $250"|image/jpeg|https://collections.lib.utah.edu/ark:/87278/s6b27v3n|    |J. Willard Marriott Library, University of Utah|    |    |    |NSpensTheBoneFlutePlayer or TheSailersJig|    
2010-01-20|oai:collections.lib.utah.edu:uu_uap/716301|uu_uap|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Spens, Nathanial Irving, 1838-1916.|    |"""The Card Player"" (15.5"" x 21"" oil on canvas), restored, $300, Alvin Wilcox"|image/jpeg|https://collections.lib.utah.edu/ark:/87278/s66d5ss7|    |J. Willard Marriott Library, University of Utah|    |    |    |NSpensTheCardPlayer|    
2010-01-20|oai:collections.lib.utah.edu:uu_uap/716303|uu_uap|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Spens, Nathanial Irving, 1838-1916.|    |"""The Fish Wives"" (15.25"" x 22""), donated by the Bertha Spens Mills damalies in Canada, restored by Spens Family Heritage Organization, $150, signature N.S."|image/jpeg|https://collections.lib.utah.edu/ark:/87278/s6xw4jm2|    |J. Willard Marriott Library, University of Utah|    |    |    |NSpensTheFishWives|    
2010-01-20|oai:collections.lib.utah.edu:uu_uap/716305|uu_uap|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Spens, Nathanial Irving, 1838-1916.|    |"""The Prisoner"" (9""x15""), located at Brigham Young University, was acquired as part fo Mohorni Young Collection. This painting was restored in July 1997 by Heather Densley at a cost of $500 paid by Louise Brown (with an additional $75 for a frame). (BYU#820038"|image/jpeg|https://collections.lib.utah.edu/ark:/87278/s6pc325q|    |J. Willard Marriott Library, University of Utah|    |    |    |NSpenstheprisioner|    
2010-01-20|oai:collections.lib.utah.edu:uu_uap/716306|uu_uap|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Spens, Nathanial Irving, 1838-1916.|    |"""The Proposal"" , a delightful depiction of a shy couple about to be engaged, (18 1/4"" x 14 3/4"" oil on canvas). This painting is in possession of Linnay Bourne."|image/jpeg|https://collections.lib.utah.edu/ark:/87278/s6jm29f0|    |J. Willard Marriott Library, University of Utah|    |    |    |NSpenstheproposal|    
2010-01-20|oai:collections.lib.utah.edu:uu_uap/716307|uu_uap|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Spens, Nathanial Irving, 1838-1916.|    |"""The Sick Cow."" (12.25"" x 19.75"" oil on canvas), signature, ""N.S."", in lower left-hand corner, restored, $150, Ila and Irvin Jensen"|image/jpeg|https://collections.lib.utah.edu/ark:/87278/s6dz083j|    |J. Willard Marriott Library, University of Utah|    |    |    |NSpensthesickcow|    
2010-01-20|oai:collections.lib.utah.edu:uu_uap/716308|uu_uap|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Spens, Nathanial Irving, 1838-1916.|    |"""The Stag at Bay"" (16""x20""), restored for $250, in possession of Paul and Mary Ann Sanders."|image/jpeg|https://collections.lib.utah.edu/ark:/87278/s6959hck|    |J. Willard Marriott Library, University of Utah|    |    |    |NSpensTheStagatBay|    
2010-01-20|oai:collections.lib.utah.edu:uu_uap/716309|uu_uap|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Spens, Nathanial Irving, 1838-1916.|    |"""The Stone Bridge"" (20.75"" x 14""), given to dau Bertha Spens Mills, Canada, restored by Spens Heritage Organization, $300 backed with aluminum sheet for security."|image/jpeg|https://collections.lib.utah.edu/ark:/87278/s65d8rp9|    |J. Willard Marriott Library, University of Utah|    |    |    |NSpensTheStoneBridge|    
2010-01-20|oai:collections.lib.utah.edu:uu_uap/716310|uu_uap|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Spens, Nathanial Irving, 1838-1916.|    |"Nathaniel's earliest known self-portrait, ""Young Nathaniel Spens"" was restored in December 1997 by Joan and Robert for $350, no signature or date. This portrait shows Nathaniel's red hair and red beard."|image/jpeg|https://collections.lib.utah.edu/ark:/87278/s61n80zz|    |J. Willard Marriott Library, University of Utah|    |    |    |NSpensYoungNathanielSpens|    
2008-10-10|oai:collections.lib.utah.edu:uu_uap/714536|uu_uap|image/jpeg|"Sculpture - bronze 17"" x 11"""|006_Brodauf.tif|https://collections.lib.utah.edu/ark:/87278/s67d2tqx|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Brodauf, Ursula, 1926-|1986|Sculpture. Polished bronze sculpture of a standing animal.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|35 mm slide|Sculpture|REH|Image/StillImage
2008-10-10|oai:collections.lib.utah.edu:uu_uap/714537|uu_uap|image/jpeg|"Sculpture - bronze 18"" x 12"""|007_Brodauf.tif|https://collections.lib.utah.edu/ark:/87278/s63n2300|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Brodauf, Ursula, 1926-|1986|Sculpture. Bronze sculpture of a horse lying down.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|35 mm slide|Sculpture; Bronze sculpture|Awakening|Image/StillImage
2008-10-10|oai:collections.lib.utah.edu:uu_uap/714540|uu_uap|image/jpeg|"Sculpture - bronze 22 ""x 9 x9"""""|016_Brodauf.tif|https://collections.lib.utah.edu/ark:/87278/s6qc032z|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Brodauf, Ursula, 1926-|1989|Sculpture of a male and female couple hugging each other.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|35 mm slide|Sculpture|Embrace|Image/StillImage
2008-10-10|oai:collections.lib.utah.edu:uu_uap/714541|uu_uap|image/jpeg|"Sculpture - bronze 22.5"" x 14""x8"""|017_Brodauf.tif|https://collections.lib.utah.edu/ark:/87278/s6kk9bbp|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Brodauf, Ursula, 1926-|1989|Sculpture of a couple standing.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|35 mm slide|Sculpture|Duality|Image/StillImage
2008-10-10|oai:collections.lib.utah.edu:uu_uap/714542|uu_uap|image/jpeg|"Sculpture - bronze 18""x 9.5""x 6"""|018_Brodauf.tif|https://collections.lib.utah.edu/ark:/87278/s6ft8kmz|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Brodauf, Ursula, 1926-|1990|Sculpture of a child standing in front of an adult.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|35 mm slide|Sculpture|Balance|Image/StillImage
2008-10-10|oai:collections.lib.utah.edu:uu_uap/714543|uu_uap|image/jpeg|"Sculpture - bronze 22"" x 11""x12"""|019_Brodauf.tif|https://collections.lib.utah.edu/ark:/87278/s6b56jbq|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Brodauf, Ursula, 1926-|2000|Sculpture. A person covered in a robe on their hands and knees.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|35 mm slide|Sculpture|The Supplicant|Image/StillImage
2008-10-10|oai:collections.lib.utah.edu:uu_uap/714544|uu_uap|image/jpeg|"Sculpture - bronze 22"" x 14""x8"""|020_Brodauf.tif|https://collections.lib.utah.edu/ark:/87278/s66d5sm0|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Brodauf, Ursula, 1926-|2001|Bronze sculpture of a couple embracing each other.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|35 mm slide|Sculpture|Compassion|Image/StillImage
2008-10-10|oai:collections.lib.utah.edu:uu_uap/714545|uu_uap|image/jpeg|"Sculpture - steel 10"" x 15""x4"""|021_Brodauf.tif|https://collections.lib.utah.edu/ark:/87278/s62n51wn|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Brodauf, Ursula, 1926-|1990|Abstract sculpture.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|35 mm slide|Sculpture, Abstract|Fragmented|Image/StillImage
2008-10-10|oai:collections.lib.utah.edu:uu_uap/714547|uu_uap|image/jpeg|"Sculpture - Steel Maquette 17"" x 17"""|023_Brodauf.tif|https://collections.lib.utah.edu/ark:/87278/s6t43spz|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Brodauf, Ursula, 1926-|1993|Sculpture, Abstract; Three verticle planes set on a marble base with a disk mounted at their peaks.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|35 mm slide|Sculpture|Alter Ego|Image/StillImage
2008-10-10|oai:collections.lib.utah.edu:uu_uap/714548|uu_uap|image/jpeg|"Sculpture - copper 28"" x 14""x 25"""|024_Brodauf.tif|https://collections.lib.utah.edu/ark:/87278/s6pc31zm|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Brodauf, Ursula, 1926-|1991|Abstract sculpture.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|35 mm slide|Sculpture, Abstract|Ondulato|Image/StillImage
